"Rank","Domain","Open Page Rank","Order"
"444","boltonexcellency.co.uk", "33",0
"373581","weinfassmoebel.com","4.94",0
"119790","nic.xyz","5.07",1
"40281","math.nist.gov","5.30",2
"35371","pctonline.com","5.34",3
"302107","etudesafricaines.revues.org","4.95",4
"953767","rohanvarma.me","4.77",5
"516780","boisekoikastola.org","4.90",6
"979000","wseemann.github.io","4.77",7
"63369","silicon.co.uk","5.20",8
"567048","gudangtekno.web.id","4.89",9
"860036","sso2.educamos.com","4.86",10
"271587","drgo.us","4.96",11
"530535","shoa.com.ua","4.89",12
"309935","macrossworld.com","4.94",13
"343578","bakupages.com","4.94",14
"686042","demetrimusic.com","4.88",15
"15333","aaai.org","5.64",16
"35566","bmj.bmjjournals.com","5.33",17
"292510","nattou.org","4.95",18
"101551","cobo.com","5.10",19
"546443","pastebin.mozilla.org","4.89",20
"944742","selleradise.com","4.78",21
"294853","tampabayhistorycenter.org","4.95",22
"810637","eastprairie.org","4.87",23
"457516","ftp.informatik.uni-stuttgart.de","4.91",24
"185969","swinburnearchive.indiana.edu","5.00",25
"291988","icpc.global","4.95",26
"217349","rru.com","4.98",27
"843467","m.valleyevents.ca","4.87",28
"733646","2008.liaawards.com","4.87",29
"963392","mybdesign.com","4.77",30
"635625","askam.com.tr","4.88",31
"726437","pymairport.com","4.87",32
"988988","oneclck.net","4.77",33
"702005","bgsnooker.com","4.87",34
"20445","wonderlandmagazine.com","5.51",35
"144842","5pillarsuk.com","5.04",36
"495481","runasradio.com","4.90",37
"479906","site.amoctone.com","4.90",38
"404901","nationalsheep.org.uk","4.93",39
"990342","svn.wikia-code.com","4.77",40
"717255","stevebeck.tv","4.87",41
"404347","followingtheninth.com","4.93",42
"963871","statlab.github.io","4.77",43
"858022","copypastatext.com","4.87",44
"393268","ei.ehu.es","4.93",45
"682292","roug.org","4.88",46
"748206","coastalhazards.uprm.edu","4.87",47
"688276","notasingledrop.org","4.88",48
"165498","secchidisk.org","5.02",49
"531686","lightstation.com","4.89",50
"500429","maru.firenze.sbn.it","4.90",51
"196588","outhousetickets.com","4.99",52
"299863","bankpapua.co.id","4.95",53
"223087","ettagroup.ru","4.98",54
"606271","rutlandwater.org.uk","4.88",55
